question_key,question_id,question_text,question_type,attribute,column,scale_type,response_code,response_label,n,valid_pct,valid_n,question_total_n
QID2,Q1.5,Select your duty location:,MC,,Q1.5_3_TEXT,nominal,"Posuere? Imperdiet potenti, pellentesque primis. Mi est nonummy placerat platea placerat dolor, facilisis! Facilisi.","Posuere? Imperdiet potenti, pellentesque primis. Mi est nonummy placerat platea placerat dolor, facilisis! Facilisi.",1,4.0,25,101
QID2,Q1.5,Select your duty location:,MC,,Q1.5_3_TEXT,nominal,Pretium urna enim! A tincidunt scelerisque nunc mi culpa natoque. Aenean fringilla mattis bibendum molestie.,Pretium urna enim! A tincidunt scelerisque nunc mi culpa natoque. Aenean fringilla mattis bibendum molestie.,1,4.0,25,101
QID2,Q1.5,Select your duty location:,MC,,Q1.5_3_TEXT,nominal,"Primis interdum accumsan. Elementum. Ultricies, atque morbi massa, a porta etiam proin velit augue.","Primis interdum accumsan. Elementum. Ultricies, atque morbi massa, a porta etiam proin velit augue.",1,4.0,25,101
QID2,Q1.5,Select your duty location:,MC,,Q1.5_3_TEXT,nominal,Quis eros egestas. Interdum imperdiet volutpat orci pellentesque justo mauris dolorem atque.,Quis eros egestas. Interdum imperdiet volutpat orci pellentesque justo mauris dolorem atque.,1,4.0,25,101
QID2,Q1.5,Select your duty location:,MC,,Q1.5_3_TEXT,nominal,Quis pharetra viverra temporibus. Temporibus rutrum laoreet porttitor vivamus donec.,Quis pharetra viverra temporibus. Temporibus rutrum laoreet porttitor vivamus donec.,1,4.0,25,101
QID2,Q1.5,Select your duty location:,MC,,Q1.5_3_TEXT,nominal,"Scelerisque interdum! Ridiculus blandit, felis fermentum accusamus elementum cras? Arcu ab etiam.","Scelerisque interdum! Ridiculus blandit, felis fermentum accusamus elementum cras? Arcu ab etiam.",1,4.0,25,101
QID2,Q1.5,Select your duty location:,MC,,Q1.5_3_TEXT,nominal,"Tempor duis justo sit, enim dapibus dignissim rutrum leo laoreet.","Tempor duis justo sit, enim dapibus dignissim rutrum leo laoreet.",1,4.0,25,101
QID2,Q1.5,Select your duty location:,MC,,Q1.5_3_TEXT,nominal,Turpis in nunc venenatis odio! Curabitur donec massa nulla nibh metus.,Turpis in nunc venenatis odio! Curabitur donec massa nulla nibh metus.,1,4.0,25,101
QID2,Q1.5,Select your duty location:,MC,,Q1.5_3_TEXT,nominal,Urna sodales sit! Potenti faucibus praesent integer pede molestie vitae.,Urna sodales sit! Potenti faucibus praesent integer pede molestie vitae.,1,4.0,25,101
QID2,Q1.5,Select your duty location:,MC,,Q1.5_3_TEXT,nominal,Vehicula commodo rutrum pharetra pharetra. Curabitur molestie auctor mauris erat quis ut nonummy. Curabitur.,Vehicula commodo rutrum pharetra pharetra. Curabitur molestie auctor mauris erat quis ut nonummy. Curabitur.,1,4.0,25,101
QID2,Q1.5,Select your duty location:,MC,,Q1.5_3_TEXT,nominal,Volutpat accusamus suscipit? Vivamus. Porta? Eros nulla ligula! Suspendisse ullamcorper.,Volutpat accusamus suscipit? Vivamus. Porta? Eros nulla ligula! Suspendisse ullamcorper.,1,4.0,25,101
